Execution number, image name, Provider name, Response Time (in seconds), Hausdorff Distance (in pixels), Precision (in per cents), Image Size (in KBs), Image Format
2Âº, BioID_0092.jpg, SkyBiometry, 1.6399728, error - en la respuesta del servicio: 400, error - en la respuesta del servicio: 400, 18.338867, jpg
2Âº, BioID_0093.jpg, SkyBiometry, 1.0192158, error - en la respuesta del servicio: 400, error - en la respuesta del servicio: 400, 18.586914, jpg
2Âº, BioID_0094.jpg, SkyBiometry, 1.0611589, error - en la respuesta del servicio: 400, error - en la respuesta del servicio: 400, 18.576172, jpg
2Âº, BioID_0095.jpg, SkyBiometry, 1.0276045, error - en la respuesta del servicio: 400, error - en la respuesta del servicio: 400, 18.927734, jpg
2Âº, BioID_0096.jpg, SkyBiometry, 1.103102, error - en la respuesta del servicio: 400, error - en la respuesta del servicio: 400, 18.919922, jpg
2Âº, BioID_0097.jpg, SkyBiometry, 1.2876513, error - en la respuesta del servicio: 400, error - en la respuesta del servicio: 400, 19.106445, jpg
2Âº, BioID_0011.jpg, OpenCV, 0.4110418, 113.31814, error - archivo incorrecto para Precision, 21.817383, jpg
2Âº, BioID_0012.jpg, OpenCV, 0.49912217, 108.68762, error - archivo incorrecto para Precision, 21.493164, jpg
2Âº, BioID_0013.jpg, OpenCV, 0.4194304, 109.38464, error - archivo incorrecto para Precision, 21.993164, jpg
2Âº, BioID_0014.jpg, OpenCV, 0.4110418, 115.83609, error - archivo incorrecto para Precision, 21.920898, jpg
2Âº, BioID_0015.jpg, OpenCV, 0.4404019, 130.08075, error - archivo incorrecto para Precision, 21.816406, jpg
2Âº, BioID_0016.jpg, OpenCV, 0.37748736, 118.96218, error - archivo incorrecto para Precision, 18.302734, jpg
2Âº, BioID_0017.jpg, OpenCV, 0.39007026, 116.73046, error - archivo incorrecto para Precision, 18.594727, jpg
2Âº, BioID_0018.jpg, OpenCV, 0.40684748, 127.141655, error - archivo incorrecto para Precision, 22.86621, jpg
2Âº, BioID_0019.jpg, OpenCV, 0.4404019, 105.15227, error - archivo incorrecto para Precision, 24.311523, jpg
2Âº, BioID_0020.jpg, OpenCV, 0.4194304, 104.62313, error - archivo incorrecto para Precision, 24.569336, jpg
2Âº, BioID_0021.jpg, OpenCV, 0.4320133, 110.788086, error - archivo incorrecto para Precision, 24.835938, jpg
2Âº, BioID_0022.jpg, OpenCV, 0.4194304, 112.68097, error - archivo incorrecto para Precision, 24.807617, jpg
2Âº, BioID_0023.jpg, OpenCV, 0.4194304, 107.042046, error - archivo incorrecto para Precision, 25.745117, jpg
2Âº, BioID_0024.jpg, OpenCV, 0.44879052, 114.90866, error - archivo incorrecto para Precision, 25.074219, jpg
2Âº, BioID_0025.jpg, OpenCV, 0.39007026, 117.72001, error - archivo incorrecto para Precision, 14.457031, jpg
2Âº, BioID_0026.jpg, OpenCV, 0.40684748, 110.85576, error - archivo incorrecto para Precision, 15.537109, jpg
2Âº, BioID_0027.jpg, OpenCV, 0.4320133, 84.50444, error - archivo incorrecto para Precision, 17.082031, jpg
2Âº, BioID_0028.jpg, OpenCV, 0.33135003, 109.77249, error - archivo incorrecto para Precision, 16.546875, jpg
2Âº, BioID_0029.jpg, OpenCV, 0.3103785, 105.546196, error - archivo incorrecto para Precision, 16.63086, jpg
2Âº, BioID_0030.jpg, OpenCV, 0.3187671, 108.24047, error - archivo incorrecto para Precision, 16.469727, jpg
2Âº, BioID_0031.jpg, OpenCV, 0.33135003, 111.41364, error - archivo incorrecto para Precision, 16.368164, jpg
2Âº, BioID_0032.jpg, OpenCV, 0.3271557, 108.78419, error - archivo incorrecto para Precision, 16.195313, jpg
2Âº, BioID_0033.jpg, OpenCV, 0.49073356, 119.36499, error - archivo incorrecto para Precision, 15.928711, jpg
2Âº, BioID_0034.jpg, OpenCV, 0.33973864, 117.66053, error - archivo incorrecto para Precision, 15.719727, jpg
2Âº, BioID_0035.jpg, OpenCV, 0.36909875, 113.74094, error - archivo incorrecto para Precision, 15.762695, jpg
2Âº, BioID_0036.jpg, OpenCV, 0.36071014, 122.641754, error - archivo incorrecto para Precision, 15.116211, jpg
2Âº, BioID_0037.jpg, OpenCV, 0.36071014, 119.03781, error - archivo incorrecto para Precision, 15.091797, jpg
2Âº, BioID_0038.jpg, OpenCV, 0.38168165, 107.912, error - archivo incorrecto para Precision, 15.859375, jpg
2Âº, BioID_0039.jpg, OpenCV, 0.36909875, 110.98198, error - archivo incorrecto para Precision, 15.810547, jpg
2Âº, BioID_0040.jpg, OpenCV, 0.34812725, 126.210144, error - archivo incorrecto para Precision, 15.34082, jpg
2Âº, BioID_0041.jpg, OpenCV, 0.36071014, 116.6619, error - archivo incorrecto para Precision, 15.602539, jpg
2Âº, BioID_0042.jpg, OpenCV, 0.39007026, 120.9504, error - archivo incorrecto para Precision, 15.364258, jpg
2Âº, BioID_0043.jpg, OpenCV, 0.38168165, 122.44999, error - archivo incorrecto para Precision, 15.910156, jpg
2Âº, BioID_0044.jpg, OpenCV, 0.36909875, 120.92973, error - archivo incorrecto para Precision, 14.995117, jpg
2Âº, BioID_0045.jpg, OpenCV, 0.36071014, 125.21981, error - archivo incorrecto para Precision, 14.691406, jpg
2Âº, BioID_0046.jpg, OpenCV, 0.39007026, 120.54045, error - archivo incorrecto para Precision, 16.53711, jpg
2Âº, BioID_0047.jpg, OpenCV, 0.39845887, 105.47511, error - archivo incorrecto para Precision, 17.785156, jpg
2Âº, BioID_0048.jpg, OpenCV, 0.38168165, 101.65137, error - archivo incorrecto para Precision, 17.453125, jpg
2Âº, BioID_0049.jpg, OpenCV, 0.38168165, 99.0404, error - archivo incorrecto para Precision, 17.314453, jpg
2Âº, BioID_0050.jpg, OpenCV, 0.4404019, 114.28473, error - archivo incorrecto para Precision, 22.249023, jpg
2Âº, BioID_0051.jpg, OpenCV, 0.40684748, 113.216606, error - archivo incorrecto para Precision, 22.047852, jpg
2Âº, BioID_0052.jpg, OpenCV, 0.4194304, 119.64113, error - archivo incorrecto para Precision, 22.344727, jpg
2Âº, BioID_0053.jpg, OpenCV, 0.109051906, error - no se encontraron caras en la imagen, error - no se encontraron caras en la imagen, 23.060547, jpg
2Âº, BioID_0054.jpg, OpenCV, 0.12163482, error - no se encontraron caras en la imagen, error - no se encontraron caras en la imagen, 23.248047, jpg
2Âº, BioID_0055.jpg, OpenCV, 0.47815067, 126.06348, error - archivo incorrecto para Precision, 20.226563, jpg
2Âº, BioID_0056.jpg, OpenCV, 0.4194304, 109.201645, error - archivo incorrecto para Precision, 19.010742, jpg
2Âº, BioID_0057.jpg, OpenCV, 0.4026532, 102.59142, error - archivo incorrecto para Precision, 20.30371, jpg
2Âº, BioID_0058.jpg, OpenCV, 0.40684748, 116.21101, error - archivo incorrecto para Precision, 20.613281, jpg
2Âº, BioID_0059.jpg, OpenCV, 0.1006633, error - no se encontraron caras en la imagen, error - no se encontraron caras en la imagen, 21.139648, jpg
2Âº, BioID_0060.jpg, OpenCV, 0.12163482, error - no se encontraron caras en la imagen, error - no se encontraron caras en la imagen, 21.017578, jpg
2Âº, BioID_0061.jpg, OpenCV, 0.117440514, error - no se encontraron caras en la imagen, error - no se encontraron caras en la imagen, 20.74414, jpg
2Âº, BioID_0062.jpg, OpenCV, 0.4320133, 121.45781, error - archivo incorrecto para Precision, 19.97461, jpg
2Âº, BioID_0063.jpg, OpenCV, 0.4404019, 112.27199, error - archivo incorrecto para Precision, 20.560547, jpg
2Âº, BioID_0064.jpg, OpenCV, 0.49073356, 109.65856, error - archivo incorrecto para Precision, 20.063477, jpg
2Âº, BioID_0065.jpg, OpenCV, 0.56203675, 113.600174, error - archivo incorrecto para Precision, 20.195313, jpg
2Âº, BioID_0066.jpg, OpenCV, 0.4404019, 123.71338, error - archivo incorrecto para Precision, 20.341797, jpg
2Âº, BioID_0067.jpg, OpenCV, 0.49912217, 115.43397, error - archivo incorrecto para Precision, 20.948242, jpg
2Âº, BioID_0068.jpg, OpenCV, 0.56203675, 114.56003, error - archivo incorrecto para Precision, 21.054688, jpg
2Âº, BioID_0069.jpg, OpenCV, 0.5284823, 120.01666, error - archivo incorrecto para Precision, 21.067383, jpg
2Âº, BioID_0070.jpg, OpenCV, 0.5117051, 121.313644, error - archivo incorrecto para Precision, 21.001953, jpg
2Âº, BioID_0071.jpg, OpenCV, 0.48234496, 114.236595, error - archivo incorrecto para Precision, 21.8125, jpg
2Âº, BioID_0072.jpg, OpenCV, 0.17196646, error - no se encontraron caras en la imagen, error - no se encontraron caras en la imagen, 22.425781, jpg
2Âº, BioID_0073.jpg, OpenCV, 0.5200937, 112.36102, error - archivo incorrecto para Precision, 21.523438, jpg
2Âº, BioID_0074.jpg, OpenCV, 0.47815067, 111.82576, error - archivo incorrecto para Precision, 21.66504, jpg
2Âº, BioID_0075.jpg, OpenCV, 0.5200937, 118.595955, error - archivo incorrecto para Precision, 21.253906, jpg
2Âº, BioID_0076.jpg, OpenCV, 0.4404019, 127.581345, error - archivo incorrecto para Precision, 15.52832, jpg
2Âº, BioID_0077.jpg, OpenCV, 0.5200937, 123.16656, error - archivo incorrecto para Precision, 15.920898, jpg
2Âº, BioID_0078.jpg, OpenCV, 0.5200937, 114.0, error - archivo incorrecto para Precision, 16.164063, jpg
2Âº, BioID_0079.jpg, OpenCV, 0.49912217, 114.01754, error - archivo incorrecto para Precision, 16.044922, jpg
2Âº, BioID_0080.jpg, OpenCV, 0.5200937, 118.004234, error - archivo incorrecto para Precision, 15.923828, jpg
2Âº, BioID_0081.jpg, OpenCV, 0.44879052, 118.15244, error - archivo incorrecto para Precision, 15.902344, jpg
2Âº, BioID_0082.jpg, OpenCV, 0.4110418, 118.270874, error - archivo incorrecto para Precision, 15.719727, jpg
2Âº, BioID_0083.jpg, OpenCV, 0.43620762, 114.03947, error - archivo incorrecto para Precision, 16.08789, jpg
2Âº, BioID_0084.jpg, OpenCV, 0.5117051, 115.212845, error - archivo incorrecto para Precision, 15.886719, jpg
2Âº, BioID_0085.jpg, OpenCV, 0.39007026, 116.34862, error - archivo incorrecto para Precision, 15.874023, jpg
2Âº, BioID_0086.jpg, OpenCV, 0.39845887, 114.35471, error - archivo incorrecto para Precision, 15.769531, jpg
2Âº, BioID_0087.jpg, OpenCV, 0.4026532, 119.33985, error - archivo incorrecto para Precision, 15.893555, jpg
2Âº, BioID_0088.jpg, OpenCV, 0.39007026, 117.426575, error - archivo incorrecto para Precision, 15.878906, jpg
2Âº, BioID_0089.jpg, OpenCV, 0.4194304, 114.0, error - archivo incorrecto para Precision, 16.176758, jpg
2Âº, BioID_0090.jpg, OpenCV, 0.3103785, 114.47707, error - archivo incorrecto para Precision, 18.760742, jpg
2Âº, BioID_0091.jpg, OpenCV, 0.3103785, 111.32835, error - archivo incorrecto para Precision, 18.506836, jpg
2Âº, BioID_0092.jpg, OpenCV, 0.3103785, 112.94689, error - archivo incorrecto para Precision, 18.338867, jpg
2Âº, BioID_0093.jpg, OpenCV, 0.2977956, 114.49017, error - archivo incorrecto para Precision, 18.586914, jpg
2Âº, BioID_0094.jpg, OpenCV, 0.30198988, 124.0645, error - archivo incorrecto para Precision, 18.576172, jpg
2Âº, BioID_0095.jpg, OpenCV, 0.33135003, 107.51744, error - archivo incorrecto para Precision, 18.927734, jpg
2Âº, BioID_0096.jpg, OpenCV, 0.33973864, 102.4207, error - archivo incorrecto para Precision, 18.919922, jpg
2Âº, BioID_0097.jpg, OpenCV, 0.38168165, 122.72327, error - archivo incorrecto para Precision, 19.106445, jpg
2Âº, BioID_0011.jpg, GooglePlay, 0.109051906, 4.1231055, error - archivo incorrecto para Precision, 21.817383, jpg
2Âº, BioID_0012.jpg, GooglePlay, 0.05033165, 6.0827627, error - archivo incorrecto para Precision, 21.493164, jpg
2Âº, BioID_0013.jpg, GooglePlay, 0.05033165, 5.0, error - archivo incorrecto para Precision, 21.993164, jpg
2Âº, BioID_0014.jpg, GooglePlay, 0.05033165, 8.602325, error - archivo incorrecto para Precision, 21.920898, jpg
2Âº, BioID_0015.jpg, GooglePlay, 0.05033165, 7.071068, error - archivo incorrecto para Precision, 21.816406, jpg
2Âº, BioID_0016.jpg, GooglePlay, 0.058720257, 5.3851647, error - archivo incorrecto para Precision, 18.302734, jpg
2Âº, BioID_0017.jpg, GooglePlay, 0.05033165, 6.3245554, error - archivo incorrecto para Precision, 18.594727, jpg
2Âº, BioID_0018.jpg, GooglePlay, 0.05033165, 7.071068, error - archivo incorrecto para Precision, 22.86621, jpg
2Âº, BioID_0019.jpg, GooglePlay, 0.05033165, 3.6055512, error - archivo incorrecto para Precision, 24.311523, jpg
2Âº, BioID_0020.jpg, GooglePlay, 0.05033165, 4.1231055, error - archivo incorrecto para Precision, 24.569336, jpg
2Âº, BioID_0021.jpg, GooglePlay, 0.058720257, 4.2426405, error - archivo incorrecto para Precision, 24.835938, jpg
2Âº, BioID_0022.jpg, GooglePlay, 0.05033165, 4.1231055, error - archivo incorrecto para Precision, 24.807617, jpg
2Âº, BioID_0023.jpg, GooglePlay, 0.05033165, 3.1622777, error - archivo incorrecto para Precision, 25.745117, jpg
2Âº, BioID_0024.jpg, GooglePlay, 0.06710886, 4.472136, error - archivo incorrecto para Precision, 25.074219, jpg
2Âº, BioID_0025.jpg, GooglePlay, 0.05033165, 5.0, error - archivo incorrecto para Precision, 14.457031, jpg
2Âº, BioID_0026.jpg, GooglePlay, 0.05033165, 2.828427, error - archivo incorrecto para Precision, 15.537109, jpg
2Âº, BioID_0027.jpg, GooglePlay, 0.05033165, 2.236068, error - archivo incorrecto para Precision, 17.082031, jpg
2Âº, BioID_0028.jpg, GooglePlay, 0.05033165, 2.828427, error - archivo incorrecto para Precision, 16.546875, jpg
2Âº, BioID_0029.jpg, GooglePlay, 0.05033165, 2.828427, error - archivo incorrecto para Precision, 16.63086, jpg
2Âº, BioID_0030.jpg, GooglePlay, 0.07130317, 2.828427, error - archivo incorrecto para Precision, 16.469727, jpg
2Âº, BioID_0031.jpg, GooglePlay, 0.05033165, 2.236068, error - archivo incorrecto para Precision, 16.368164, jpg
2Âº, BioID_0032.jpg, GooglePlay, 0.058720257, 3.1622777, error - archivo incorrecto para Precision, 16.195313, jpg
2Âº, BioID_0033.jpg, GooglePlay, 0.05033165, 2.236068, error - archivo incorrecto para Precision, 15.928711, jpg
2Âº, BioID_0034.jpg, GooglePlay, 0.05033165, 2.236068, error - archivo incorrecto para Precision, 15.719727, jpg
2Âº, BioID_0035.jpg, GooglePlay, 0.05033165, 3.6055512, error - archivo incorrecto para Precision, 15.762695, jpg
2Âº, BioID_0036.jpg, GooglePlay, 0.05033165, 2.828427, error - archivo incorrecto para Precision, 15.116211, jpg
2Âº, BioID_0037.jpg, GooglePlay, 0.05033165, 1.4142135, error - archivo incorrecto para Precision, 15.091797, jpg
2Âº, BioID_0038.jpg, GooglePlay, 0.05033165, 2.236068, error - archivo incorrecto para Precision, 15.859375, jpg
2Âº, BioID_0039.jpg, GooglePlay, 0.05033165, 2.828427, error - archivo incorrecto para Precision, 15.810547, jpg
2Âº, BioID_0040.jpg, GooglePlay, 0.05033165, 5.3851647, error - archivo incorrecto para Precision, 15.34082, jpg
2Âº, BioID_0041.jpg, GooglePlay, 0.04194304, 2.828427, error - archivo incorrecto para Precision, 15.602539, jpg
2Âº, BioID_0042.jpg, GooglePlay, 0.05033165, 3.1622777, error - archivo incorrecto para Precision, 15.364258, jpg
2Âº, BioID_0043.jpg, GooglePlay, 0.05033165, 5.3851647, error - archivo incorrecto para Precision, 15.910156, jpg
2Âº, BioID_0044.jpg, GooglePlay, 0.05033165, 3.1622777, error - archivo incorrecto para Precision, 14.995117, jpg
2Âº, BioID_0045.jpg, GooglePlay, 0.05033165, 3.1622777, error - archivo incorrecto para Precision, 14.691406, jpg
2Âº, BioID_0046.jpg, GooglePlay, 0.05033165, 3.0, error - archivo incorrecto para Precision, 16.53711, jpg
2Âº, BioID_0047.jpg, GooglePlay, 0.05033165, 3.0, error - archivo incorrecto para Precision, 17.785156, jpg
2Âº, BioID_0048.jpg, GooglePlay, 0.04194304, 3.1622777, error - archivo incorrecto para Precision, 17.453125, jpg
2Âº, BioID_0049.jpg, GooglePlay, 0.058720257, 3.1622777, error - archivo incorrecto para Precision, 17.314453, jpg
2Âº, BioID_0050.jpg, GooglePlay, 0.058720257, 2.236068, error - archivo incorrecto para Precision, 22.249023, jpg
2Âº, BioID_0051.jpg, GooglePlay, 0.058720257, 2.236068, error - archivo incorrecto para Precision, 22.047852, jpg
2Âº, BioID_0052.jpg, GooglePlay, 0.088080384, 4.0, error - archivo incorrecto para Precision, 22.344727, jpg
2Âº, BioID_0053.jpg, GooglePlay, 0.07130317, 1.0, error - archivo incorrecto para Precision, 23.060547, jpg
2Âº, BioID_0054.jpg, GooglePlay, 0.079691775, 2.0, error - archivo incorrecto para Precision, 23.248047, jpg
2Âº, BioID_0055.jpg, GooglePlay, 0.06291456, 6.0827627, error - archivo incorrecto para Precision, 20.226563, jpg
2Âº, BioID_0056.jpg, GooglePlay, 0.046137344, 5.0990195, error - archivo incorrecto para Precision, 19.010742, jpg
2Âº, BioID_0057.jpg, GooglePlay, 0.05033165, 3.0, error - archivo incorrecto para Precision, 20.30371, jpg
2Âº, BioID_0058.jpg, GooglePlay, 0.037748735, 2.828427, error - archivo incorrecto para Precision, 20.613281, jpg
2Âº, BioID_0059.jpg, GooglePlay, 0.05033165, 3.6055512, error - archivo incorrecto para Precision, 21.139648, jpg
2Âº, BioID_0060.jpg, GooglePlay, 0.046137344, 3.6055512, error - archivo incorrecto para Precision, 21.017578, jpg
2Âº, BioID_0061.jpg, GooglePlay, 0.058720257, 3.6055512, error - archivo incorrecto para Precision, 20.74414, jpg
2Âº, BioID_0062.jpg, GooglePlay, 0.05033165, 2.0, error - archivo incorrecto para Precision, 19.97461, jpg
2Âº, BioID_0063.jpg, GooglePlay, 0.05033165, 2.828427, error - archivo incorrecto para Precision, 20.560547, jpg
2Âº, BioID_0064.jpg, GooglePlay, 0.06291456, 3.6055512, error - archivo incorrecto para Precision, 20.063477, jpg
2Âº, BioID_0065.jpg, GooglePlay, 0.05033165, 2.828427, error - archivo incorrecto para Precision, 20.195313, jpg
2Âº, BioID_0066.jpg, GooglePlay, 0.058720257, 1.0, error - archivo incorrecto para Precision, 20.341797, jpg
2Âº, BioID_0067.jpg, GooglePlay, 0.07130317, 2.828427, error - archivo incorrecto para Precision, 20.948242, jpg
2Âº, BioID_0068.jpg, GooglePlay, 0.058720257, 2.828427, error - archivo incorrecto para Precision, 21.054688, jpg
2Âº, BioID_0069.jpg, GooglePlay, 0.06291456, 8.062258, error - archivo incorrecto para Precision, 21.067383, jpg
2Âº, BioID_0070.jpg, GooglePlay, 0.07130317, 3.6055512, error - archivo incorrecto para Precision, 21.001953, jpg
2Âº, BioID_0071.jpg, GooglePlay, 0.05033165, 2.0, error - archivo incorrecto para Precision, 21.8125, jpg
2Âº, BioID_0072.jpg, GooglePlay, 0.05033165, 4.0, error - archivo incorrecto para Precision, 22.425781, jpg
2Âº, BioID_0073.jpg, GooglePlay, 0.05033165, 1.4142135, error - archivo incorrecto para Precision, 21.523438, jpg
2Âº, BioID_0074.jpg, GooglePlay, 0.05033165, 3.1622777, error - archivo incorrecto para Precision, 21.66504, jpg
2Âº, BioID_0075.jpg, GooglePlay, 0.058720257, 4.0, error - archivo incorrecto para Precision, 21.253906, jpg
2Âº, BioID_0076.jpg, GooglePlay, 0.05033165, 3.6055512, error - archivo incorrecto para Precision, 15.52832, jpg
2Âº, BioID_0077.jpg, GooglePlay, 0.058720257, 2.828427, error - archivo incorrecto para Precision, 15.920898, jpg
2Âº, BioID_0078.jpg, GooglePlay, 0.06291456, 4.472136, error - archivo incorrecto para Precision, 16.164063, jpg
2Âº, BioID_0079.jpg, GooglePlay, 0.058720257, 5.0, error - archivo incorrecto para Precision, 16.044922, jpg
2Âº, BioID_0080.jpg, GooglePlay, 0.07130317, 4.0, error - archivo incorrecto para Precision, 15.923828, jpg
2Âº, BioID_0081.jpg, GooglePlay, 0.05033165, 3.0, error - archivo incorrecto para Precision, 15.902344, jpg
2Âº, BioID_0082.jpg, GooglePlay, 0.05033165, 3.0, error - archivo incorrecto para Precision, 15.719727, jpg
2Âº, BioID_0083.jpg, GooglePlay, 0.05033165, 3.6055512, error - archivo incorrecto para Precision, 16.08789, jpg
2Âº, BioID_0084.jpg, GooglePlay, 0.058720257, 3.1622777, error - archivo incorrecto para Precision, 15.886719, jpg
2Âº, BioID_0085.jpg, GooglePlay, 0.06291456, 5.0990195, error - archivo incorrecto para Precision, 15.874023, jpg
2Âº, BioID_0086.jpg, GooglePlay, 0.058720257, 3.1622777, error - archivo incorrecto para Precision, 15.769531, jpg
2Âº, BioID_0087.jpg, GooglePlay, 0.06291456, 3.0, error - archivo incorrecto para Precision, 15.893555, jpg
2Âº, BioID_0088.jpg, GooglePlay, 0.05033165, 4.1231055, error - archivo incorrecto para Precision, 15.878906, jpg
2Âº, BioID_0089.jpg, GooglePlay, 0.058720257, 3.1622777, error - archivo incorrecto para Precision, 16.176758, jpg
2Âº, BioID_0090.jpg, GooglePlay, 0.05033165, 1.4142135, error - archivo incorrecto para Precision, 18.760742, jpg
2Âº, BioID_0091.jpg, GooglePlay, 0.058720257, 2.0, error - archivo incorrecto para Precision, 18.506836, jpg
2Âº, BioID_0092.jpg, GooglePlay, 0.088080384, 1.4142135, error - archivo incorrecto para Precision, 18.338867, jpg
2Âº, BioID_0093.jpg, GooglePlay, 0.05033165, 1.0, error - archivo incorrecto para Precision, 18.586914, jpg
2Âº, BioID_0094.jpg, GooglePlay, 0.05033165, 1.4142135, error - archivo incorrecto para Precision, 18.576172, jpg
2Âº, BioID_0095.jpg, GooglePlay, 0.058720257, 1.0, error - archivo incorrecto para Precision, 18.927734, jpg
2Âº, BioID_0096.jpg, GooglePlay, 0.088080384, 1.4142135, error - archivo incorrecto para Precision, 18.919922, jpg
2Âº, BioID_0097.jpg, GooglePlay, 0.058720257, 1.0, error - archivo incorrecto para Precision, 19.106445, jpg
